AgeuponOutcome,AnimalType,Breed,Color,DateTime,Name,SexuponOutcome,OutcomeType
0.58333333333333,0,54,85,1420026360,1,0,Adoption
0.083333333333333,0,38,37,1413478560,0,3,Transfer
6,0,2,92,1445362200,1,0,Return_to_owner
0.16666666666667,1,144,154,1401642660,1,0,Adoption
13,0,239,16,1417199460,1,1,Return_to_owner
0.019230769230769,1,1,155,1380623940,0,4,Transfer
0.25,1,1,96,1398278400,1,1,Adoption
0.057692307692308,1,1,7,1392750840,0,3,Transfer
1,1,1,79,1432571400,1,0,Transfer
2,0,16,4,1433950440,1,1,Adoption
2,0,354,26,1406225040,1,0,Return_to_owner
2,0,114,44,1451216280,1,0,Transfer
0.16666666666667,1,1,6,1404735900,1,2,Transfer
2,0,44,34,1449323520,1,1,Adoption
5,0,9,87,1453893480,1,2,Transfer
1,0,16,34,1433869680,1,3,Adoption
5,0,375,29,1395677100,1,1,Euthanasia
0.076923076923077,1,37,29,1431955980,1,3,Transfer
0.057692307692308,1,1,7,1409673180,0,2,Transfer
3,0,163,150,1437827100,1,0,Adoption
8,1,1,29,1382096580,1,1,Adoption
2,1,36,45,1407180060,1,0,Adoption
0.083333333333333,1,1,7,1433617140,1,3,Adoption
1,0,16,4,1423588380,1,0,Adoption
3,0,16,34,1430301900,1,1,Euthanasia
0.58333333333333,1,37,137,1399725780,0,2,Transfer
0.083333333333333,1,376,69,1430843880,0,3,Transfer
4,0,18,0,1430933580,1,0,Return_to_owner
0.58333333333333,0,264,34,1420305960,1,1,Adoption
0.58333333333333,1,20,10,1444554000,0,2,Transfer
0.83333333333333,0,85,18,1445189040,1,1,Transfer
0.16666666666667,0,114,0,1410974940,1,0,Adoption
2,0,66,9,1400518140,1,1,Adoption
0.41666666666667,1,1,36,1418374800,0,3,Transfer
1,1,1,30,1420198260,0,3,Euthanasia
0.038461538461538,1,1,24,1405695780,1,3,Transfer
0.057692307692308,1,1,9,1430917740,0,2,Transfer
1,0,14,55,1414688520,1,1,Adoption
4,1,1,156,1396808100,1,1,Adoption
0.83333333333333,0,2,2,1448802720,1,2,Transfer
0.58333333333333,1,1,22,1449577380,1,0,Adoption
1,0,377,16,1404570240,0,0,Adoption
2,1,1,15,1456075980,1,0,Adoption
0.33333333333333,1,37,10,1414938720,1,1,Adoption
9,0,54,29,1448888940,1,1,Adoption
1,0,378,16,1421676300,1,0,Adoption
8,0,16,37,1448636340,1,1,Adoption
2,0,141,40,1449082500,1,1,Adoption
0.25,1,1,19,1442079960,0,0,Adoption
0.16666666666667,1,1,31,1432561140,1,3,Adoption
0.0082191780821918,1,1,10,1428589020,0,4,Transfer
0.038461538461538,0,16,12,1389807900,0,3,Transfer
1,1,1,15,1438506000,0,2,Transfer
0.58333333333333,1,1,10,1422709500,1,1,Transfer
0.16666666666667,1,1,36,1434734580,1,0,Adoption
2,0,72,8,1406739600,0,0,Adoption
0.083333333333333,0,42,28,1424501520,0,0,Adoption
0.25,0,38,17,1433705760,1,1,Adoption
1,1,379,79,1403946000,0,2,Transfer
1,1,1,36,1384542120,1,0,Adoption
0.5,0,16,4,1439308380,1,2,Euthanasia
0.083333333333333,0,16,18,1406103840,0,2,Euthanasia
3,0,2,2,1441129740,1,0,Adoption
5,0,277,9,1411402080,1,3,Return_to_owner
4,1,1,24,1446891960,1,1,Return_to_owner
1,1,1,24,1440338040,1,1,Adoption
0.91666666666667,1,37,24,1448130360,1,1,Adoption
0.019230769230769,1,1,30,1397052720,0,3,Transfer
1,0,8,0,1417012560,0,0,Adoption
1,0,342,41,1440004500,1,1,Adoption
0.019230769230769,1,1,7,1402341300,0,4,Transfer
1,0,97,20,1427932800,1,3,Transfer
0.16666666666667,0,18,10,1383295500,1,0,Adoption
8,0,42,16,1416154860,1,1,Adoption
0.5,1,36,45,1453397640,0,1,Adoption
0,1,1,1,1399987200,0,4,Transfer
0.58333333333333,0,380,0,1421776080,1,0,Adoption
11,0,330,10,1440861420,1,1,Transfer
1,1,37,19,1392558840,0,2,Transfer
0.083333333333333,0,18,125,1423329180,1,1,Adoption
0.5,1,1,10,1412777640,1,0,Adoption
7.77,1,1,31,1455617820,0,2,Transfer
0.5,1,1,15,1429382400,1,1,Adoption
4,0,14,26,1418577360,1,1,Return_to_owner
1,0,45,12,1451577780,1,1,Adoption
1,0,14,33,1434972780,1,2,Return_to_owner
0.0054794520547945,1,1,6,1427272260,0,4,Died
0.58333333333333,1,1,19,1414659600,0,2,Transfer
5,0,75,28,1416654120,1,0,Return_to_owner
0.33333333333333,1,1,19,1441357200,0,2,Transfer
0.5,1,1,15,1386858660,1,0,Adoption
0.66666666666667,0,381,9,1439748000,1,0,Adoption
1,1,1,155,1394207040,0,2,Euthanasia
1,0,114,21,1387204080,1,0,Transfer
0.057692307692308,1,37,155,1399641960,0,3,Transfer
1,1,1,1,1382376180,1,0,Adoption
1,1,1,15,1427014800,0,2,Transfer
3,0,16,147,1385298300,1,1,Adoption
0.16666666666667,0,54,139,1392404280,1,1,Adoption
7,0,2,12,1456077300,1,1,Adoption
7,1,1,24,1446483600,1,1,Adoption
16,0,16,29,1432393140,1,1,Return_to_owner
2,1,1,2,1388159280,1,0,Transfer
0.16666666666667,0,18,61,1396121340,0,3,Transfer
2,0,8,18,1393861860,0,3,Transfer
0.25,1,20,157,1399830900,0,1,Adoption
1,1,382,10,1387716960,1,1,Transfer
0.083333333333333,0,16,28,1386872040,0,3,Transfer
0.66666666666667,0,383,99,1384614480,1,0,Transfer
0.16666666666667,1,1,23,1450116420,1,0,Adoption
0.057692307692308,1,1,61,1409409840,0,2,Transfer
4,0,2,2,1404735300,1,1,Return_to_owner
0.083333333333333,0,364,9,1404294240,1,1,Adoption
0.038461538461538,1,1,10,1429639860,0,4,Transfer
0.16666666666667,0,384,55,1422730200,1,0,Adoption
3,0,123,28,1446379380,1,1,Return_to_owner
2,0,385,132,1418568480,1,0,Adoption
7,0,18,27,1451490600,1,0,Adoption
1,1,20,15,1388241060,1,1,Adoption
2,0,14,55,1453048320,1,1,Transfer
5,0,210,118,1395145740,1,1,Adoption
0.41666666666667,1,1,36,1418918340,1,1,Adoption
0.16666666666667,1,1,25,1415634780,1,1,Adoption
0.25,0,217,0,1423157700,0,1,Adoption
2,0,149,85,1426356420,1,2,Euthanasia
0.33333333333333,0,2,9,1437673440,1,1,Adoption
2,1,1,7,1382628300,0,3,Transfer
2,0,310,34,1454432700,1,0,Adoption
0.5,0,26,5,1435081920,1,0,Adoption
1,1,1,9,1405606560,0,2,Euthanasia
0.16666666666667,0,59,76,1435059480,1,0,Adoption
0.16666666666667,1,1,19,1417622820,1,0,Transfer
1,1,17,23,1399881600,0,2,Transfer
0.33333333333333,1,1,10,1447200000,1,1,Transfer
0.25,1,1,25,1396095420,1,1,Adoption
0.25,1,96,36,1435506420,1,2,Transfer
2,0,63,29,1391606100,1,0,Return_to_owner
3,0,2,44,1395832380,1,1,Transfer
3,0,174,29,1449854940,1,1,Adoption
0.0054794520547945,1,1,19,1409234820,0,2,Transfer
0.16666666666667,0,386,28,1402924800,0,3,Euthanasia
4,0,14,26,1437327000,1,0,Adoption
2,0,93,16,1451301600,1,0,Return_to_owner
0.083333333333333,1,96,15,1388408700,1,2,Adoption
0.33333333333333,1,37,7,1438560000,1,0,Transfer
1,1,1,24,1406880540,1,1,Adoption
1,1,1,115,1407834000,0,3,Transfer
2,0,18,16,1449446400,1,0,Transfer
0.083333333333333,1,1,36,1445016060,0,2,Euthanasia
13,1,1,36,1431198420,1,1,Adoption
3,0,14,10,1438701180,1,2,Return_to_owner
0.25,0,116,21,1402426860,0,3,Euthanasia
0.016438356164384,1,1,24,1440254280,0,4,Transfer
4,0,2,41,1410183660,1,1,Return_to_owner
4,0,158,61,1452959460,1,2,Euthanasia
0.33333333333333,1,1,6,1380814380,0,2,Transfer
0.16666666666667,0,232,33,1450116420,1,0,Adoption
0.5,0,71,48,1442686680,1,0,Return_to_owner
12,0,75,158,1447778700,1,0,Return_to_owner
2,0,75,53,1412011380,1,0,Adoption
0.25,1,20,15,1405879680,1,0,Adoption
0.038461538461538,0,171,10,1419610380,0,2,Transfer
0.083333333333333,0,26,0,1441893960,1,3,Transfer
0.083333333333333,1,1,7,1435157520,0,2,Euthanasia
0.083333333333333,1,1,6,1403189580,1,3,Transfer
0.16666666666667,1,1,2,1447350480,1,1,Adoption
11,1,1,10,1449231720,1,2,Transfer
0.16666666666667,1,20,36,1446902400,1,0,Adoption
8,0,18,10,1430987040,1,2,Euthanasia
3,0,16,4,1426085640,1,0,Return_to_owner
1,1,1,19,1432322220,1,0,Adoption
0.16666666666667,1,1,30,1446404880,0,1,Adoption
0.25,1,1,10,1422725760,1,0,Adoption
3,0,387,61,1399102500,1,1,Adoption
0.41666666666667,0,69,21,1394465880,1,1,Adoption
0.16666666666667,0,149,5,1407691020,1,0,Adoption
0.25,1,1,10,1448908860,1,1,Adoption
0.0082191780821918,1,1,29,1440778020,0,2,Transfer
1,1,1,10,1447200000,1,1,Transfer
2,0,69,17,1381492680,0,1,Transfer
0.038461538461538,1,1,36,1405618260,0,4,Transfer
0.083333333333333,1,1,2,1404125100,0,2,Transfer
0.5,0,24,0,1455973680,1,1,Adoption
9,0,388,23,1393177680,1,0,Adoption
1,0,16,41,1431782640,1,0,Adoption
12,1,1,16,1454335020,1,1,Adoption
5,0,210,118,1455212280,0,1,Adoption
1,0,106,116,1404749820,1,0,Adoption
0.16666666666667,1,20,19,1449658620,1,0,Adoption
3,0,389,29,1436459880,1,0,Adoption
1,0,18,16,1426167420,1,0,Adoption
0.83333333333333,0,347,9,1451327280,1,0,Adoption
1,0,2,44,1454422680,1,2,Return_to_owner
1,0,94,9,1438524660,1,0,Adoption
8,0,390,58,1388144400,1,0,Return_to_owner
0.91666666666667,0,45,4,1430412900,1,1,Adoption
0.75,0,391,32,1398437220,1,1,Return_to_owner
2,0,16,21,1418755740,0,0,Adoption
2,0,146,28,1411583940,0,0,Adoption
5,0,45,21,1387381860,1,3,Return_to_owner
0.0027397260273973,1,1,16,1401816900,0,4,Transfer
0.16666666666667,1,1,36,1406722680,1,1,Adoption
0.019230769230769,0,18,61,1381948800,0,3,Transfer
0.16666666666667,1,1,15,1438440660,1,0,Adoption
0.038461538461538,1,1,19,1400265420,0,4,Transfer
0.5,1,1,31,1435482000,0,3,Transfer
3,0,2,0,1419961440,1,0,Return_to_owner
0.038461538461538,1,1,16,1432474980,0,4,Transfer
10,0,16,10,1412870280,0,0,Euthanasia
7,1,1,19,1411483680,1,0,Transfer
0.0054794520547945,1,1,19,1429617600,0,2,Transfer
0.16666666666667,0,16,9,1397306760,1,1,Adoption
1,1,1,10,1451836620,0,0,Transfer
2,1,1,29,1442590020,1,0,Transfer
0.41666666666667,0,63,41,1450635540,1,1,Adoption
0.16666666666667,0,343,16,1440515760,1,0,Transfer
0.057692307692308,1,1,24,1410547080,0,2,Transfer
0.41666666666667,0,2,34,1454950020,1,1,Return_to_owner
1,0,2,34,1424537820,1,1,Adoption
4,0,26,89,1427915100,1,0,Adoption
0.25,1,1,16,1438962120,1,1,Adoption
0.16666666666667,1,1,6,1437311340,0,0,Adoption
1,0,69,21,1416919800,1,0,Transfer
5,0,170,9,1400760420,1,2,Transfer
3,0,102,123,1416673860,1,0,Return_to_owner
0.66666666666667,1,1,66,1454439060,0,1,Transfer
0.5,0,28,92,1409763720,1,0,Return_to_owner
0.16666666666667,0,16,34,1411322040,1,1,Adoption
1,0,16,16,1409415480,1,0,Adoption
0.83333333333333,0,18,9,1435144440,1,1,Adoption
2,1,1,7,1440874980,1,1,Adoption
7,0,392,9,1449687000,1,0,Return_to_owner
0.58333333333333,0,26,4,1389973740,1,0,Adoption
2,1,37,9,1438077600,1,1,Adoption
0.33333333333333,0,137,41,1408794540,1,0,Return_to_owner
4,1,1,10,1455627960,1,0,Transfer
4,0,314,33,1388496840,1,2,Transfer
0.33333333333333,1,1,7,1444404300,1,0,Transfer
0.41666666666667,0,63,92,1428019200,1,1,Adoption
0.66666666666667,0,18,10,1433524680,1,0,Return_to_owner
2,0,47,0,1409852760,0,0,Transfer
0.41666666666667,0,16,12,1440094980,1,3,Adoption
0.33333333333333,1,1,7,1398251580,0,1,Adoption
3,0,16,34,1410542400,1,0,Return_to_owner
0.16666666666667,0,18,16,1411311360,0,1,Adoption
3,1,37,78,1394554020,1,1,Transfer
5,0,18,10,1395496380,1,1,Return_to_owner
0.038461538461538,0,16,61,1427029320,1,3,Transfer
1,0,16,18,1390573620,1,2,Transfer
0.083333333333333,1,1,7,1404489060,1,2,Transfer
10,0,308,12,1384342200,1,0,Transfer
0.038461538461538,1,1,7,1408371900,0,2,Transfer
6,0,2,159,1439577840,1,3,Return_to_owner
0.5,1,1,7,1420475040,0,1,Adoption
0.5,1,1,10,1455385380,1,0,Adoption
1,0,16,4,1447409460,1,1,Adoption
0.076923076923077,1,1,24,1411743000,0,3,Transfer
1,0,18,16,1387124340,1,0,Adoption
2,0,16,18,1451416020,1,0,Adoption
0.083333333333333,1,1,16,1385578920,1,2,Euthanasia
0.076923076923077,1,290,79,1398183960,1,3,Transfer
0.083333333333333,0,18,16,1455385800,1,1,Adoption
3,1,1,16,1444746480,1,1,Transfer
0.057692307692308,1,1,7,1445949240,0,4,Transfer
8,1,1,6,1446905100,1,0,Adoption
0.083333333333333,0,106,16,1386872160,0,2,Transfer
2,0,16,34,1388143260,1,0,Transfer
1,0,223,9,1398532380,0,1,Transfer
0.5,0,146,16,1428944400,1,0,Transfer
1,0,2,2,1421761500,1,1,Transfer
2,0,18,27,1423314240,1,0,Transfer
2,0,2,20,1435169580,1,1,Adoption
1,0,14,40,1390042620,1,0,Adoption
3,0,63,29,1449684120,1,0,Return_to_owner
3,1,1,25,1390317660,0,3,Transfer
3,0,2,2,1411048860,1,2,Return_to_owner
1,0,66,9,1383675360,1,0,Return_to_owner
2,0,146,28,1453552620,1,0,Adoption
3,0,132,0,1442673060,1,0,Return_to_owner
2,0,14,61,1407428640,1,1,Adoption
1,0,18,61,1422621540,1,2,Transfer
0.019230769230769,1,1,160,1443970920,0,2,Transfer
0.5,0,393,94,1395163260,1,1,Adoption
2,1,1,6,1408698000,0,3,Transfer
3,0,26,16,1433444280,1,1,Return_to_owner
0.057692307692308,1,37,24,1440176340,0,3,Transfer
14,0,105,8,1401798360,1,0,Transfer
0.58333333333333,0,2,2,1380818220,1,2,Transfer
6,0,66,9,1389629160,0,0,Adoption
6,0,42,28,1448025780,1,1,Return_to_owner
6,0,53,5,1422104820,1,1,Transfer
2,1,1,30,1414581060,1,1,Transfer
3,0,18,10,1447601220,1,1,Adoption
2,0,16,161,1396340880,1,3,Return_to_owner
2,0,2,44,1450083840,1,0,Adoption
4,0,18,16,1415284860,1,1,Adoption
4,0,14,26,1382613480,1,0,Return_to_owner
0.83333333333333,1,1,15,1392568380,1,0,Adoption
1,0,28,16,1442771040,1,1,Adoption
3,0,2,16,1414840500,1,0,Return_to_owner
3,1,96,10,1413540360,0,2,Euthanasia
0.083333333333333,1,1,15,1434819480,1,2,Adoption
2,1,1,24,1417696320,1,1,Transfer
0.16666666666667,0,106,16,1391075940,1,0,Adoption
3,0,2,17,1419873420,1,1,Adoption
1,0,93,13,1396538880,1,0,Adoption
4,0,2,17,1432807740,1,0,Euthanasia
0.83333333333333,0,18,10,1382876100,1,1,Adoption
14,0,197,37,1392225060,1,0,Return_to_owner
13,0,73,9,1434886080,1,0,Return_to_owner
5,0,115,72,1404410760,1,0,Return_to_owner
0.58333333333333,0,16,34,1430679120,1,3,Return_to_owner
0.25,1,1,22,1398087360,1,1,Transfer
2,0,16,147,1445613720,1,3,Transfer
1,0,386,41,1429294740,1,1,Return_to_owner
1,1,1,36,1411030800,0,2,Transfer
0.083333333333333,1,1,25,1435856040,0,3,Euthanasia
1,0,16,35,1380985560,0,3,Transfer
0.019230769230769,1,1,6,1397129940,0,2,Transfer
0.16666666666667,0,71,5,1412875740,1,0,Transfer
3,0,93,18,1395152580,1,1,Adoption
0.16666666666667,1,1,36,1386084900,1,0,Adoption
2,0,58,16,1416153600,1,0,Adoption
0.083333333333333,1,1,7,1435931280,0,2,Transfer
0.083333333333333,1,1,15,1439211900,0,2,Euthanasia
1,1,1,1,1405690920,1,3,Transfer
0.16666666666667,1,1,10,1382889720,0,0,Adoption
2,0,2,21,1418927580,1,1,Euthanasia
2,0,2,40,1418235240,1,0,Return_to_owner
4,1,20,19,1435153920,0,0,Transfer
11,0,105,48,1429285380,1,2,Adoption
0.16666666666667,1,1,3,1382890140,1,3,Adoption
0.16666666666667,0,7,10,1409330760,1,0,Adoption
6,1,1,7,1382280420,1,3,Transfer
1,0,394,93,1423072680,1,0,Adoption
1,0,11,10,1424627520,1,0,Transfer
0.16666666666667,0,343,16,1440337260,1,0,Adoption
3,1,189,7,1405155600,0,3,Transfer
3,1,1,30,1396803780,1,1,Adoption
0.083333333333333,1,1,9,1451479440,0,2,Euthanasia
6,0,44,0,1387378380,1,3,Return_to_owner
13,0,26,37,1450862940,1,0,Adoption
14,1,36,162,1397487720,0,2,Euthanasia
6,0,14,18,1432492020,1,1,Return_to_owner
0.057692307692308,1,1,23,1430747040,0,2,Transfer
13,1,1,10,1434978480,1,1,Euthanasia
4,1,37,16,1440759480,0,3,Euthanasia
2,0,16,0,1435509840,0,0,Euthanasia
2,0,14,9,1434031320,1,1,Return_to_owner
0.076923076923077,1,1,36,1398681780,0,3,Transfer
1,0,123,61,1408534980,1,1,Adoption
0.75,0,9,9,1410545100,0,0,Transfer
0.083333333333333,1,189,36,1413805140,1,1,Adoption
3,0,395,28,1403859840,1,1,Adoption
1,1,1,15,1381863720,1,0,Euthanasia
0.083333333333333,1,36,78,1413298560,1,3,Transfer
6,0,16,20,1390066320,1,1,Adoption
0.16666666666667,1,1,66,1438453980,1,0,Adoption
2,0,26,29,1387736220,1,0,Return_to_owner
2,0,18,27,1410279060,1,3,Transfer
3,0,16,35,1442592900,1,0,Adoption
2,0,2,16,1381762380,1,2,Transfer
0.16666666666667,1,1,36,1440263160,1,0,Adoption
2,0,66,9,1404061500,0,0,Adoption
0.083333333333333,0,44,17,1401559800,0,3,Transfer
0.16666666666667,1,1,10,1438083600,1,3,Adoption
0.58333333333333,0,396,16,1400510340,1,0,Adoption
0.83333333333333,0,16,5,1395587460,1,0,Transfer
12,0,207,28,1427039160,0,2,Transfer
2,0,217,0,1385723520,1,1,Euthanasia
13,0,16,41,1451827200,1,3,Return_to_owner
0.16666666666667,1,1,7,1443276960,1,0,Adoption
0.33333333333333,1,1,6,1441129860,1,0,Transfer
4,0,397,29,1398444840,1,1,Return_to_owner
4,0,66,9,1446380220,1,0,Return_to_owner
10,0,151,18,1404469920,1,1,Adoption
2,0,16,18,1445817600,0,2,Transfer
5,1,33,24,1396533600,1,1,Transfer
1,0,347,21,1443289800,1,3,Return_to_owner
0.16666666666667,0,398,34,1416337200,1,0,Adoption
0.16666666666667,1,37,16,1412351820,1,1,Transfer
0.41666666666667,0,165,81,1413118500,1,0,Adoption
0.16666666666667,0,14,89,1385377620,1,1,Adoption
5,0,16,28,1443796080,1,1,Return_to_owner
0.83333333333333,0,26,28,1404403620,1,0,Adoption
0.057692307692308,1,1,24,1410277080,0,3,Transfer
2,0,399,4,1448821200,1,1,Adoption
10,0,42,16,1407609240,1,1,Return_to_owner
0.16666666666667,0,81,5,1401553860,0,3,Transfer
4,0,239,2,1401197880,1,2,Return_to_owner
0.41666666666667,0,66,9,1401385800,1,1,Adoption
2,0,2,28,1441133460,1,0,Adoption
1,0,94,16,1436986500,1,0,Return_to_owner
1,0,16,16,1424002080,1,0,Transfer
0.25,1,1,16,1419013080,1,1,Adoption
0.5,0,151,28,1415468040,0,0,Transfer
0.16666666666667,1,1,24,1435593960,1,1,Adoption
2,0,18,27,1437490680,1,3,Transfer
1,0,66,35,1407604740,1,1,Adoption
1,0,16,5,1400347260,0,0,Adoption
0.16666666666667,1,20,7,1405609560,1,1,Adoption
8,0,71,54,1421062320,1,0,Euthanasia
8,0,54,28,1386248160,1,1,Transfer
3,0,400,55,1454772660,1,1,Adoption
1,0,27,41,1388321880,0,1,Adoption
0.25,0,16,12,1432573500,1,0,Adoption
3,1,401,16,1444922340,0,1,Transfer
2,1,1,22,1445432100,1,1,Transfer
15,0,387,163,1412879580,1,0,Return_to_owner
2,0,2,9,1397670780,1,0,Return_to_owner
13,0,8,50,1396350840,1,3,Return_to_owner
2,0,26,0,1390502520,1,0,Adoption
0.16666666666667,1,1,25,1405177320,1,1,Adoption
4,0,2,17,1422550860,1,0,Return_to_owner
0.057692307692308,1,1,36,1432148340,0,4,Transfer
2,0,2,34,1413309480,1,0,Adoption
0.083333333333333,0,14,28,1449151440,0,2,Transfer
0.41666666666667,0,402,164,1435837080,1,2,Transfer
0.5,1,20,22,1416924240,1,1,Transfer
3,0,26,37,1449415200,1,0,Adoption
0.16666666666667,0,54,34,1435579260,0,3,Transfer
1,0,48,28,1403785560,1,2,Transfer
0.16666666666667,1,37,24,1448110800,1,1,Adoption
1,1,1,16,1428829200,0,2,Transfer
0.41666666666667,0,0,21,1432834200,1,1,Adoption
0.25,1,1,24,1401113700,0,1,Adoption
0.16666666666667,1,1,23,1447422060,0,2,Transfer
7,0,403,33,1446293280,0,1,Transfer
0.25,1,96,15,1385482680,1,1,Adoption
2,0,49,35,1385912040,1,0,Adoption
2,0,2,34,1408383240,1,0,Return_to_owner
5,0,11,10,1417369680,1,0,Adoption
6,0,18,37,1421243580,1,1,Adoption
8,0,115,34,1401196680,1,1,Return_to_owner
0.083333333333333,1,1,2,1405099320,1,0,Adoption
0.083333333333333,0,44,10,1434672000,0,4,Transfer
7,0,2,0,1426860900,1,0,Return_to_owner
0.16666666666667,0,404,147,1438257360,1,2,Transfer
0.83333333333333,0,9,92,1407087840,1,1,Adoption
5,0,18,27,1389288120,1,0,Return_to_owner
4,0,28,29,1454766780,1,1,Adoption
0.16666666666667,1,1,10,1405183560,0,1,Adoption
2,0,194,10,1443974820,1,1,Adoption
6,0,79,16,1387030260,1,0,Return_to_owner
2,0,14,33,1417173180,1,0,Return_to_owner
0.0082191780821918,1,36,75,1413982980,0,3,Transfer
2,0,49,42,1412789400,1,0,Return_to_owner
1,0,405,4,1389104460,1,2,Transfer
4,0,406,16,1406123940,1,1,Transfer
3,0,407,29,1417968960,1,1,Adoption
0.16666666666667,1,37,10,1393687020,1,0,Adoption
2,0,2,16,1421954580,1,2,Return_to_owner
4,0,91,94,1408212540,0,0,Adoption
7,1,1,7,1390482360,1,1,Return_to_owner
1,1,1,10,1386502980,0,3,Euthanasia
1,0,2,2,1416152340,1,2,Return_to_owner
12,0,16,4,1428334560,1,2,Return_to_owner
2,0,2,41,1437823020,1,1,Euthanasia
1,0,16,12,1428156360,1,1,Transfer
0.41666666666667,1,1,19,1413733200,1,0,Adoption
6,0,16,16,1410096360,1,1,Transfer
1,1,1,10,1424019960,1,1,Adoption
0.16666666666667,1,1,7,1418236560,1,1,Adoption
1,1,1,10,1421603040,1,1,Return_to_owner
0.58333333333333,0,56,5,1436204460,1,0,Return_to_owner
3,0,27,41,1402768500,1,1,Return_to_owner
0.019230769230769,1,1,25,1433706180,0,4,Transfer
2,0,194,44,1404235320,1,2,Return_to_owner
0.91666666666667,0,16,4,1411582140,1,0,Return_to_owner
1,0,2,44,1407324960,1,0,Adoption
0.25,1,1,10,1441098000,0,4,Transfer
0.16666666666667,1,1,31,1444665420,1,0,Adoption
0.25,1,1,31,1452626820,1,0,Adoption
0.019230769230769,1,1,16,1439389440,0,4,Transfer
9,1,1,2,1404061260,1,0,Adoption
1,0,2,94,1451906100,1,3,Transfer
3,1,1,36,1381410960,1,1,Transfer
1,1,1,19,1428936960,1,0,Adoption
0.038461538461538,1,1,10,1438974060,0,4,Transfer
1,0,16,0,1402844400,1,0,Adoption
0.16666666666667,1,1,16,1404577140,1,0,Adoption
2,0,2,2,1394211300,1,0,Return_to_owner
0.083333333333333,1,96,23,1407334980,1,2,Transfer
1,0,408,16,1394472300,1,1,Euthanasia
0.076923076923077,1,1,7,1444312020,0,3,Transfer
0.16666666666667,1,1,115,1413647880,1,0,Adoption
2,1,36,79,1439251200,1,1,Transfer
0.75,0,69,34,1387823340,1,1,Adoption
2,0,50,2,1386787380,1,0,Return_to_owner
3,1,1,19,1444222860,1,1,Transfer
0.33333333333333,1,1,15,1452713040,1,1,Adoption
1,1,1,15,1450360680,1,0,Transfer
2,0,54,28,1401021600,1,0,Adoption
1,0,16,40,1447522200,0,0,Adoption
0.076923076923077,1,1,16,1399548180,0,2,Transfer
0.75,1,20,36,1390490160,1,0,Transfer
0.16666666666667,0,56,16,1389287460,1,0,Adoption
1,1,1,16,1425718800,0,2,Transfer
0.083333333333333,0,2,16,1384020600,0,0,Adoption
2,0,409,165,1381405320,1,3,Transfer
8,0,26,0,1444328400,1,0,Adoption
5,0,132,0,1404401220,1,0,Transfer
2,0,16,29,1387042860,1,0,Adoption
1,0,16,0,1443618300,1,0,Adoption
2,0,42,16,1402847100,1,0,Return_to_owner
1,1,1,25,1393180560,1,1,Adoption
2,0,18,10,1408966560,1,1,Adoption
0.16666666666667,1,1,10,1403024400,1,0,Adoption
3,0,26,37,1421248560,1,1,Adoption
1,0,7,10,1447433460,1,3,Euthanasia
0.25,0,57,14,1399223700,0,0,Adoption
5,0,18,4,1447504320,1,0,Transfer
0.057692307692308,1,1,7,1431629340,0,4,Transfer
7.77,1,1,88,1455822420,0,4,Transfer
4,0,410,28,1402330200,1,2,Return_to_owner
2,0,411,27,1397323380,1,1,Transfer
0.019230769230769,0,16,29,1423241700,0,4,Transfer
1,0,61,26,1404748320,1,1,Adoption
3,0,14,18,1405788120,1,0,Return_to_owner
2,0,16,10,1393434420,1,0,Adoption
0.019230769230769,1,1,151,1399224480,0,2,Transfer
0.16666666666667,1,20,16,1400778720,1,0,Adoption
0.083333333333333,0,75,26,1423935960,1,1,Adoption
0.25,1,1,156,1387819800,1,3,Adoption
1,0,265,0,1421849340,1,3,Return_to_owner
1,0,66,9,1452082500,1,0,Adoption
4,0,26,37,1392653040,1,0,Transfer
5,0,265,0,1398538200,1,1,Adoption
2,0,18,40,1419002400,1,0,Return_to_owner
0.16666666666667,1,1,30,1411321140,1,1,Adoption
0.16666666666667,0,158,18,1400951760,0,2,Transfer
13,0,18,166,1449853200,1,0,Return_to_owner
2,1,1,10,1431358500,1,1,Adoption
0.16666666666667,0,65,116,1390671900,0,0,Adoption
0.16666666666667,1,1,19,1420810020,1,2,Transfer
0.083333333333333,0,141,10,1433520240,0,2,Transfer
3,1,1,24,1427649240,1,1,Adoption
0.33333333333333,1,1,9,1386783540,1,0,Adoption
0.16666666666667,1,1,7,1433782860,0,0,Adoption
1,1,1,19,1397832360,0,3,Transfer
0.41666666666667,1,1,23,1448817900,0,0,Adoption
7,0,127,85,1442849400,1,2,Return_to_owner
0.057692307692308,1,376,39,1438082940,0,2,Transfer
4,0,412,17,1424616360,0,3,Transfer
1,0,81,26,1440436500,1,0,Adoption
0.25,1,1,16,1409216340,0,2,Euthanasia
2,0,76,20,1393326420,1,1,Adoption
5,0,16,2,1393345320,1,0,Return_to_owner
5,0,81,18,1434885420,1,0,Return_to_owner
3,0,2,49,1417713900,1,1,Transfer
0.16666666666667,1,1,2,1412253060,1,1,Adoption
2,0,233,76,1409333580,1,1,Adoption
0.83333333333333,0,413,28,1384793400,1,3,Transfer
0.16666666666667,1,1,36,1438880160,1,0,Adoption
0.057692307692308,1,1,25,1411844220,0,3,Transfer
2,0,16,76,1390748160,1,0,Adoption
1,1,1,19,1390840020,0,4,Transfer
4,0,2,2,1437738960,1,1,Return_to_owner
2,0,18,16,1428234240,1,1,Adoption
